CustomerID,Recency,Frequency,Monetary,R_score,F_score,M_score,Segment,CLV,AOV
12425.0,78,1,777.2,2,1,3,Lost,777.2,777.2
12426.0,195,1,510.73,1,1,3,Lost,510.73,510.73
12427.0,22,3,699.8000000000001,4,3,3,Potential,699.8000000000001,233.26666666666668
12428.0,26,9,6404.360000000001,4,5,5,Champions,6404.360000000001,711.5955555555556
12429.0,9,4,3372.8,5,4,5,Champions,3372.8,843.2
12430.0,43,1,216.4,3,1,1,Lost,216.4,216.4
12431.0,36,15,6105.82,3,5,5,Loyal,6105.82,407.05466666666666
12432.0,43,4,4036.58,3,4,5,Loyal,4036.58,1009.145
12433.0,1,7,13104.31,5,5,5,Champions,13104.31,1872.0442857142857
12434.0,85,2,795.64,2,2,3,Lost,795.64,397.82
12435.0,80,2,7829.89,2,2,5,Lost,7829.89,3914.945
12436.0,100,1,429.01,2,1,2,Lost,429.01,429.01
12437.0,2,18,4065.85,5,5,5,Champions,4065.85,225.88055555555556
12438.0,14,2,2414.65,5,2,5,Potential,2414.65,1207.325
12441.0,367,1,155.55,1,1,1,Lost,155.55,155.55
12442.0,3,1,114.06,5,1,1,New,114.06,114.06
12444.0,21,5,4056.94,4,4,5,Champions,4056.94,811.388
12445.0,22,1,77.4,4,1,1,New,77.4,77.4
12446.0,58,1,951.79,3,1,4,Lost,951.79,951.79
12447.0,243,1,407.97,1,1,2,Lost,407.97,407.97
12448.0,44,1,365.45,3,1,2,Lost,365.45,365.45
12449.0,22,4,3596.29,4,4,5,Champions,3596.29,899.0725
12450.0,156,2,197.88,2,2,1,Lost,197.88,98.94
12451.0,11,5,8771.38,5,4,5,Champions,8771.38,1754.2759999999998
12452.0,17,1,348.57,4,1,2,New,348.57,348.57
12453.0,134,1,656.09,2,1,3,Lost,656.09,656.09
12454.0,56,1,3528.34,3,1,5,Lost,3528.34,3528.34
12455.0,73,5,2159.42,2,4,5,Loyal,2159.42,431.884
12456.0,44,3,2480.28,3,3,5,Potential,2480.28,826.7600000000001
12457.0,66,6,2005.58,3,5,5,Loyal,2005.58,334.2633333333333
12458.0,71,2,724.7,3,2,3,Potential,724.7,362.35
12461.0,155,1,626.88,2,1,3,Lost,626.88,626.88
12462.0,19,2,920.1899999999999,4,2,4,Potential,920.1899999999999,460.09499999999997
12463.0,53,4,1185.18,3,4,4,Loyal,1185.18,296.295
12464.0,10,8,957.05,5,5,4,Champions,957.05,119.63125
12465.0,17,2,641.39,4,2,3,Potential,641.39,320.695
12468.0,188,2,657.5400000000001,1,2,3,Lost,657.5400000000001,328.77000000000004
12471.0,2,28,17367.05,5,5,5,Champions,17367.05,620.2517857142857
12472.0,32,7,5869.27,4,5,5,Champions,5869.27,838.4671428571429
12473.0,29,5,3500.9,4,4,5,Champions,3500.9,700.1800000000001
12474.0,17,18,6493.6900000000005,4,5,5,Champions,6493.6900000000005,360.7605555555556
12475.0,54,1,669.38,3,1,3,Lost,669.38,669.38
12476.0,16,11,5801.86,4,5,5,Champions,5801.86,527.4418181818181
12477.0,23,6,13010.94,4,5,5,Champions,13010.94,2168.4900000000002
12478.0,4,1,545.99,5,1,3,New,545.99,545.99
12479.0,11,1,473.2,5,1,3,New,473.2,473.2
12480.0,28,4,2800.04,4,4,5,Champions,2800.04,700.01
12481.0,23,10,4905.3,4,5,5,Champions,4905.3,490.53000000000003
12483.0,17,8,1861.18,4,5,4,Champions,1861.18,232.6475
12484.0,35,4,3702.42,3,4,5,Loyal,3702.42,925.605
12488.0,10,3,1210.76,5,3,4,Potential,1210.76,403.58666666666664
12489.0,336,1,298.93,1,1,2,Lost,298.93,298.93
12490.0,5,10,4473.93,5,5,5,Champions,4473.93,447.39300000000003
12491.0,39,1,424.40000000000003,3,1,2,Lost,424.40000000000003,424.40000000000003
12492.0,63,2,227.21,3,2,1,Lost,227.21,113.605
12493.0,166,2,399.24,2,2,2,Lost,399.24,199.62
12494.0,16,7,1025.8,4,5,4,Champions,1025.8,146.54285714285714
12497.0,82,1,848.1,2,1,3,Lost,848.1,848.1
12498.0,21,3,349.70000000000005,4,3,2,Lost,349.70000000000005,116.56666666666668
12500.0,23,11,4041.97,4,5,5,Champions,4041.97,367.45181818181817
12501.0,337,1,1822.73,1,1,4,Lost,1822.73,1822.73
12502.0,96,5,2965.27,2,4,5,Loyal,2965.27,593.054
12504.0,18,2,368.04999999999995,4,2,2,Lost,368.04999999999995,184.02499999999998
12506.0,233,1,73.5,1,1,1,Lost,73.5,73.5
12507.0,134,3,1052.81,2,3,4,At-Risk,1052.81,350.93666666666667
12508.0,26,2,398.27,4,2,2,Lost,398.27,199.135
12509.0,284,1,150.0,1,1,1,Lost,150.0,150.0
12510.0,143,2,814.5699999999999,2,2,3,Lost,814.5699999999999,407.28499999999997
12512.0,66,2,117.83,3,2,1,Lost,117.83,58.915
12513.0,113,1,440.29,2,1,2,Lost,440.29,440.29
12514.0,267,1,992.6800000000001,1,1,4,Lost,992.6800000000001,992.6800000000001
12515.0,353,1,278.7,1,1,2,Lost,278.7,278.7
12516.0,78,2,1039.56,2,2,4,Lost,1039.56,519.78
12517.0,28,4,2162.09,4,4,5,Champions,2162.09,540.5225
12518.0,1,5,1747.57,5,4,4,Champions,1747.57,349.514
12519.0,64,1,259.44,3,1,2,Lost,259.44,259.44
12520.0,79,5,2305.62,2,4,5,Loyal,2305.62,461.12399999999997
12521.0,143,1,545.68,2,1,3,Lost,545.68,545.68
12522.0,39,2,156.72,3,2,1,Lost,156.72,78.36
12523.0,19,11,1687.02,4,5,4,Champions,1687.02,153.36545454545455
12524.0,9,8,3885.28,5,5,5,Champions,3885.28,485.66
12526.0,1,3,1172.66,5,3,4,Potential,1172.66,390.8866666666667
12527.0,82,3,292.21000000000004,2,3,2,At-Risk,292.21000000000004,97.40333333333335
12528.0,9,6,1538.08,5,5,4,Champions,1538.08,256.34666666666664
12530.0,60,4,1329.0800000000002,3,4,4,Loyal,1329.0800000000002,332.27000000000004
12531.0,15,1,125.22,4,1,1,New,125.22,125.22
12532.0,30,1,313.83000000000004,4,1,2,New,313.83000000000004,313.83000000000004
12534.0,131,1,850.53,2,1,3,Lost,850.53,850.53
12535.0,92,2,656.95,2,2,3,Lost,656.95,328.475
12536.0,43,3,12398.060000000001,3,3,5,Potential,12398.060000000001,4132.686666666667
12538.0,29,1,333.95,4,1,2,New,333.95,333.95
12539.0,22,4,5269.07,4,4,5,Champions,5269.07,1317.2675
12540.0,20,17,11508.54,4,5,5,Champions,11508.54,676.9729411764706
12541.0,30,3,700.18,4,3,3,Potential,700.18,233.39333333333332
12544.0,36,1,316.7,3,1,2,Lost,316.7,316.7
12545.0,75,2,751.99,2,2,3,Lost,751.99,375.995
12546.0,47,2,1021.5,3,2,4,Potential,1021.5,510.75
12547.0,198,2,151.8,1,2,1,Lost,151.8,75.9
12548.0,166,1,67.19999999999999,2,1,1,Lost,67.19999999999999,67.19999999999999
12550.0,79,1,808.33,2,1,3,Lost,808.33,808.33
12551.0,358,1,148.5,1,1,1,Lost,148.5,148.5
12552.0,40,1,317.82,3,1,2,Lost,317.82,317.82
12553.0,8,10,3166.08,5,5,5,Champions,3166.08,316.608
12556.0,50,2,603.71,3,2,3,Potential,603.71,301.855
12557.0,16,5,2991.94,4,4,5,Champions,2991.94,598.388
12558.0,8,1,269.96,5,1,2,New,269.96,269.96
12559.0,311,2,525.71,1,2,3,Lost,525.71,262.855
12560.0,5,2,1841.81,5,2,4,Potential,1841.81,920.905
12561.0,303,1,203.0,1,1,1,Lost,203.0,203.0
12562.0,8,7,3266.5,5,5,5,Champions,3266.5,466.64285714285717
12564.0,261,1,269.55,1,1,2,Lost,269.55,269.55
12565.0,289,1,145.92000000000002,1,1,1,Lost,145.92000000000002,145.92000000000002
12566.0,86,1,297.65,2,1,2,Lost,297.65,297.65
12567.0,23,10,8299.51,4,5,5,Champions,8299.51,829.951
12569.0,2,32,3088.19,5,5,5,Champions,3088.19,96.5059375
12571.0,40,2,429.61,3,2,2,Lost,429.61,214.805
12572.0,9,2,872.82,5,2,3,Potential,872.82,436.41
12573.0,227,1,160.54000000000002,1,1,1,Lost,160.54000000000002,160.54000000000002
12574.0,316,1,182.45000000000002,1,1,1,Lost,182.45000000000002,182.45000000000002
12576.0,36,5,1300.83,3,4,4,Loyal,1300.83,260.166
12577.0,35,3,653.52,3,3,3,Potential,653.52,217.84
12578.0,21,2,2358.13,4,2,5,Potential,2358.13,1179.065
12579.0,78,1,366.1,2,1,2,Lost,366.1,366.1
12580.0,247,1,371.2,1,1,2,Lost,371.2,371.2
12581.0,40,1,179.71,3,1,1,Lost,179.71,179.71
12582.0,239,2,229.68,1,2,1,Lost,229.68,114.84
12583.0,3,15,6547.94,5,5,5,Champions,6547.94,436.5293333333333
12584.0,4,9,2254.15,5,5,5,Champions,2254.15,250.4611111111111
12585.0,234,2,1797.06,1,2,4,Lost,1797.06,898.53
12586.0,17,1,196.94000000000003,4,1,1,New,196.94000000000003,196.94000000000003
12587.0,8,1,62.400000000000006,5,1,1,New,62.400000000000006,62.400000000000006
12588.0,39,1,174.89999999999998,3,1,1,Lost,174.89999999999998,174.89999999999998
12589.0,29,2,398.58,4,2,2,Lost,398.58,199.29
12590.0,211,1,9002.86,1,1,5,Lost,9002.86,9002.86
12591.0,317,1,368.85,1,1,2,Lost,368.85,368.85
12592.0,92,2,401.6,2,2,2,Lost,401.6,200.8
12593.0,109,3,365.6,2,3,2,At-Risk,365.6,121.86666666666667
12594.0,38,9,3106.76,3,5,5,Loyal,3106.76,345.1955555555556
12596.0,51,2,450.27,3,2,2,Lost,450.27,225.135
12597.0,19,4,3068.67,4,4,5,Champions,3068.67,767.1675
12598.0,10,7,2773.88,5,5,5,Champions,2773.88,396.2685714285714
12599.0,29,7,788.58,4,5,3,Loyal,788.58,112.65428571428572
12600.0,29,10,2275.34,4,5,5,Champions,2275.34,227.53400000000002
12601.0,190,5,473.54,1,4,3,Loyal,473.54,94.708
12602.0,59,1,153.12,3,1,1,Lost,153.12,153.12
12603.0,22,1,613.1999999999999,4,1,3,New,613.1999999999999,613.1999999999999
12604.0,79,2,206.18,2,2,1,Lost,206.18,103.09
12607.0,60,1,1434.01,3,1,4,Lost,1434.01,1434.01
12609.0,78,3,927.41,2,3,4,At-Risk,927.41,309.13666666666666
12610.0,23,4,1747.54,4,4,4,Champions,1747.54,436.885
12611.0,52,1,1193.32,3,1,4,Lost,1193.32,1193.32
12612.0,74,1,668.04,2,1,3,Lost,668.04,668.04
12613.0,57,4,3056.28,3,4,5,Loyal,3056.28,764.07
12614.0,278,1,315.6,1,1,2,Lost,315.6,315.6
12615.0,2,4,2005.84,5,4,5,Champions,2005.84,501.46
12616.0,95,2,641.3,2,2,3,Lost,641.3,320.65
12617.0,29,1,339.03000000000003,4,1,2,New,339.03000000000003,339.03000000000003
12618.0,22,1,116.31,4,1,1,New,116.31,116.31
12619.0,16,9,3303.14,4,5,5,Champions,3303.14,367.0155555555555
12620.0,15,3,1219.17,4,3,4,Potential,1219.17,406.39000000000004
12621.0,2,20,12325.87,5,5,5,Champions,12325.87,616.2935
12622.0,232,1,162.1,1,1,1,Lost,162.1,162.1
12623.0,276,1,255.5,1,1,2,Lost,255.5,255.5
12624.0,106,2,537.33,2,2,3,Lost,537.33,268.665
12625.0,212,2,2203.82,1,2,5,Lost,2203.82,1101.91
12626.0,23,9,5858.36,4,5,5,Champions,5858.36,650.9288888888889
12627.0,11,6,3767.88,5,5,5,Champions,3767.88,627.98
12628.0,4,3,702.46,5,3,3,Potential,702.46,234.15333333333334
12630.0,10,2,1030.88,5,2,4,Potential,1030.88,515.44
12631.0,57,1,463.9,3,1,2,Lost,463.9,463.9
12633.0,59,4,1862.54,3,4,4,Loyal,1862.54,465.635
12635.0,90,2,1509.18,2,2,4,Lost,1509.18,754.59
12637.0,67,8,5701.05,3,5,5,Loyal,5701.05,712.63125
12638.0,33,1,511.69,4,1,3,New,511.69,511.69
12639.0,239,1,287.1,1,1,2,Lost,287.1,287.1
12640.0,24,3,977.1800000000001,4,3,4,Potential,977.1800000000001,325.7266666666667
12641.0,115,1,145.9,2,1,1,Lost,145.9,145.9
12642.0,25,3,815.26,4,3,3,Potential,815.26,271.75333333333333
12643.0,128,6,3041.64,2,5,5,Loyal,3041.64,506.94
12644.0,130,1,447.90999999999997,2,1,2,Lost,447.90999999999997,447.90999999999997
12645.0,34,4,1631.18,3,4,4,Loyal,1631.18,407.795
12646.0,5,2,866.09,5,2,3,Potential,866.09,433.045
12647.0,22,12,2914.82,4,5,5,Champions,2914.82,242.90166666666667
12648.0,155,1,182.69,2,1,1,Lost,182.69,182.69
12649.0,107,3,569.51,2,3,3,At-Risk,569.51,189.83666666666667
12650.0,3,1,242.44,5,1,2,New,242.44,242.44
12651.0,335,1,101.4,1,1,1,Lost,101.4,101.4
12652.0,331,1,778.6800000000001,1,1,3,Lost,778.6800000000001,778.6800000000001
12653.0,149,2,2209.85,2,2,5,Lost,2209.85,1104.925
12654.0,11,5,529.98,5,4,3,Loyal,529.98,105.99600000000001
12656.0,17,5,3533.67,4,4,5,Champions,3533.67,706.734
12657.0,11,4,1427.18,5,4,4,Champions,1427.18,356.795
12658.0,19,1,617.05,4,1,3,New,617.05,617.05
12659.0,30,1,30.0,4,1,1,New,30.0,30.0
12660.0,11,1,227.10000000000002,5,1,1,New,227.10000000000002,227.10000000000002
12662.0,1,11,3322.5,5,5,5,Champions,3322.5,302.04545454545456
12664.0,87,3,108.0,2,3,1,At-Risk,108.0,36.0
12665.0,325,1,45.0,1,1,1,Lost,45.0,45.0
12667.0,58,1,460.13,3,1,2,Lost,460.13,460.13
12668.0,12,4,3033.07,5,4,5,Champions,3033.07,758.2675
12669.0,151,3,2485.2799999999997,2,3,5,At-Risk,2485.2799999999997,828.4266666666666
12670.0,10,5,2626.75,5,4,5,Champions,2626.75,525.35
12672.0,330,1,208.5,1,1,1,Lost,208.5,208.5
12673.0,5,2,574.52,5,2,3,Potential,574.52,287.26
12674.0,39,4,1778.2,3,4,4,Loyal,1778.2,444.55
12676.0,25,6,980.39,4,5,4,Champions,980.39,163.39833333333334
12678.0,42,10,15387.26,3,5,5,Loyal,15387.26,1538.726
12679.0,59,4,811.88,3,4,3,Loyal,811.88,202.97
12680.0,1,4,783.85,5,4,3,Loyal,783.85,195.9625
12681.0,15,22,11576.84,4,5,5,Champions,11576.84,526.22
12682.0,4,31,10730.68,5,5,5,Champions,10730.68,346.1509677419355
12683.0,4,13,6960.25,5,5,5,Champions,6960.25,535.4038461538462
12684.0,8,7,2095.13,5,5,5,Champions,2095.13,299.30428571428575
12685.0,28,6,2377.56,4,5,5,Champions,2377.56,396.26
12686.0,372,1,61.06,1,1,1,Lost,61.06,61.06
12688.0,114,1,4411.13,2,1,5,Lost,4411.13,4411.13
12689.0,26,2,1118.91,4,2,4,Potential,1118.91,559.455
12690.0,206,1,335.01,1,1,2,Lost,335.01,335.01
12691.0,28,5,927.8,4,4,4,Champions,927.8,185.56
12693.0,127,4,662.5600000000001,2,4,3,Loyal,662.5600000000001,165.64000000000001
12694.0,70,2,715.17,3,2,3,Potential,715.17,357.585
12695.0,7,4,582.1,5,4,3,Loyal,582.1,145.525
12697.0,29,3,729.51,4,3,3,Potential,729.51,243.17
12700.0,8,4,4408.6900000000005,5,4,5,Champions,4408.6900000000005,1102.1725000000001
12701.0,80,2,705.91,2,2,3,Lost,705.91,352.955
12702.0,20,1,201.0,4,1,1,New,201.0,201.0
12703.0,71,1,228.75,3,1,1,Lost,228.75,228.75
12704.0,7,8,1740.84,5,5,4,Champions,1740.84,217.605
12705.0,15,8,6271.51,4,5,5,Champions,6271.51,783.93875
12707.0,292,1,590.67,1,1,3,Lost,590.67,590.67
12708.0,30,10,2402.59,4,5,5,Champions,2402.59,240.25900000000001
12709.0,15,15,8935.74,4,5,5,Champions,8935.74,595.716
12710.0,97,3,982.96,2,3,4,At-Risk,982.96,327.65333333333336
12712.0,29,13,3917.9300000000003,4,5,5,Champions,3917.9300000000003,301.3792307692308
12713.0,1,1,611.15,5,1,3,New,611.15,611.15
12714.0,9,5,4025.0,5,4,5,Champions,4025.0,805.0
12715.0,106,1,254.86,2,1,2,Lost,254.86,254.86
12716.0,4,2,783.25,5,2,3,Potential,783.25,391.625
12717.0,151,2,813.58,2,2,3,Lost,813.58,406.79
12718.0,71,1,202.25,3,1,1,Lost,202.25,202.25
12719.0,5,2,572.95,5,2,3,Potential,572.95,286.475
12720.0,3,25,4706.21,5,5,5,Champions,4706.21,188.2484
12721.0,32,6,2345.63,4,5,5,Champions,2345.63,390.93833333333333
12722.0,85,4,979.63,2,4,4,Loyal,979.63,244.9075
12723.0,4,5,703.32,5,4,3,Loyal,703.32,140.66400000000002
12724.0,5,4,906.8100000000001,5,4,3,Loyal,906.8100000000001,226.70250000000001
12725.0,371,1,371.8,1,1,2,Lost,371.8,371.8
12726.0,28,7,2198.1,4,5,5,Champions,2198.1,314.0142857142857
12727.0,11,7,3423.3,5,5,5,Champions,3423.3,489.04285714285714
12728.0,71,4,703.4300000000001,3,4,3,Loyal,703.4300000000001,175.85750000000002
12729.0,114,1,417.01,2,1,2,Lost,417.01,417.01
12731.0,24,12,18039.11,4,5,5,Champions,18039.11,1503.2591666666667
12732.0,180,1,177.62,1,1,1,Lost,177.62,177.62
12733.0,234,1,383.95,1,1,2,Lost,383.95,383.95
12734.0,353,1,110.39999999999999,1,1,1,Lost,110.39999999999999,110.39999999999999
12735.0,315,2,599.17,1,2,3,Lost,599.17,299.585
12736.0,333,1,144.0,1,1,1,Lost,144.0,144.0
12738.0,372,1,137.35,1,1,1,Lost,137.35,137.35
12739.0,99,1,975.54,2,1,4,Lost,975.54,975.54
12740.0,64,1,427.6,3,1,2,Lost,427.6,427.6
12743.0,134,2,546.43,2,2,3,Lost,546.43,273.215
12744.0,52,7,20909.79,3,5,5,Loyal,20909.79,2987.112857142857
12747.0,2,11,4136.21,5,5,5,Champions,4136.21,376.0190909090909
12748.0,1,208,33104.17,5,5,5,Champions,33104.17,159.15466346153846
12749.0,4,5,4080.68,5,4,5,Champions,4080.68,816.136
12750.0,129,1,275.88,2,1,2,Lost,275.88,275.88
12752.0,81,1,3496.78,2,1,5,Lost,3496.78,3496.78
12753.0,23,6,21073.59,4,5,5,Champions,21073.59,3512.265
12754.0,236,3,3010.74,1,3,5,At-Risk,3010.74,1003.5799999999999
12755.0,281,2,3811.9500000000003,1,2,5,Lost,3811.9500000000003,1905.9750000000001
12756.0,87,1,102.0,2,1,1,Lost,102.0,102.0
12757.0,16,13,7577.650000000001,4,5,5,Champions,7577.650000000001,582.8961538461539
12758.0,117,2,2609.9900000000002,2,2,5,Lost,2609.9900000000002,1304.9950000000001
12759.0,52,3,1268.04,3,3,4,Potential,1268.04,422.68
12762.0,8,2,1702.52,5,2,4,Potential,1702.52,851.26
12763.0,138,2,478.78,2,2,3,Lost,478.78,239.39
12764.0,317,1,1693.88,1,1,4,Lost,1693.88,1693.88
12766.0,4,7,5911.33,5,5,5,Champions,5911.33,844.4757142857143
12769.0,239,1,1143.6,1,1,4,Lost,1143.6,1143.6
12770.0,211,1,1351.45,1,1,4,Lost,1351.45,1351.45
12772.0,60,1,684.67,3,1,3,Lost,684.67,684.67
12775.0,17,5,1281.04,4,4,4,Champions,1281.04,256.20799999999997
12778.0,20,6,675.83,4,5,3,Loyal,675.83,112.63833333333334
12779.0,38,8,3908.7599999999998,3,5,5,Loyal,3908.7599999999998,488.59499999999997
12781.0,64,2,786.74,3,2,3,Potential,786.74,393.37
12782.0,5,5,1881.1200000000001,5,4,4,Champions,1881.1200000000001,376.22400000000005
12783.0,2,6,1917.91,5,5,4,Champions,1917.91,319.6516666666667
12784.0,15,1,505.96999999999997,4,1,3,New,505.96999999999997,505.96999999999997
12785.0,364,1,255.95,1,1,2,Lost,255.95,255.95
12787.0,10,3,418.66,5,3,2,Lost,418.66,139.55333333333334
12789.0,65,1,76.85,3,1,1,Lost,76.85,76.85
12790.0,192,1,294.92,1,1,2,Lost,294.92,294.92
12791.0,374,1,177.60000000000002,1,1,1,Lost,177.60000000000002,177.60000000000002
12792.0,257,1,344.54,1,1,2,Lost,344.54,344.54
12793.0,335,2,444.98,1,2,2,Lost,444.98,222.49
12794.0,53,2,843.01,3,2,3,Potential,843.01,421.505
12795.0,19,1,318.48,4,1,2,New,318.48,318.48
12797.0,366,1,190.33,1,1,1,Lost,190.33,190.33
12798.0,10,3,6977.04,5,3,5,Potential,6977.04,2325.68
12802.0,187,1,397.58,1,1,2,Lost,397.58,397.58
12808.0,37,3,355.65,3,3,2,Lost,355.65,118.55
12809.0,178,1,405.31,2,1,2,Lost,405.31,405.31
12811.0,262,2,458.85,1,2,2,Lost,458.85,229.425
12812.0,45,1,229.64000000000001,3,1,1,Lost,229.64000000000001,229.64000000000001
12814.0,102,1,85.92,2,1,1,Lost,85.92,85.92
12815.0,148,2,845.76,2,2,3,Lost,845.76,422.88
12816.0,96,2,452.2,2,2,2,Lost,452.2,226.1
12817.0,281,1,126.04,1,1,1,Lost,126.04,126.04
12818.0,262,1,1182.0800000000002,1,1,4,Lost,1182.0800000000002,1182.0800000000002
12820.0,3,4,942.34,5,4,4,Champions,942.34,235.585
12821.0,214,1,92.72,1,1,1,Lost,92.72,92.72
12822.0,71,2,903.08,3,2,3,Potential,903.08,451.54
12823.0,75,5,1759.5,2,4,4,Loyal,1759.5,351.9
12824.0,60,1,397.12,3,1,2,Lost,397.12,397.12
12826.0,3,7,1428.72,5,5,4,Champions,1428.72,204.10285714285715
12827.0,6,3,430.15,5,3,2,Lost,430.15,143.38333333333333
12828.0,3,6,1018.71,5,5,4,Champions,1018.71,169.785
12829.0,337,2,293.0,1,2,2,Lost,293.0,146.5
12830.0,38,6,6814.64,3,5,5,Loyal,6814.64,1135.7733333333333
12831.0,262,1,215.05,1,1,1,Lost,215.05,215.05
12832.0,32,2,383.03000000000003,4,2,2,Lost,383.03000000000003,191.51500000000001
12833.0,145,1,403.86,2,1,2,Lost,403.86,403.86
12834.0,283,1,312.38,1,1,2,Lost,312.38,312.38
12836.0,59,4,2602.36,3,4,5,Loyal,2602.36,650.59
12837.0,173,1,134.1,2,1,1,Lost,134.1,134.1
12838.0,34,2,672.55,3,2,3,Potential,672.55,336.275
12839.0,3,14,5523.02,5,5,5,Champions,5523.02,394.5014285714286
12840.0,144,4,2550.71,2,4,5,Loyal,2550.71,637.6775
12841.0,5,25,4000.39,5,5,5,Champions,4000.39,160.0156
12842.0,70,2,1118.99,3,2,4,Potential,1118.99,559.495
12843.0,66,8,1628.21,3,5,4,Loyal,1628.21,203.52625
12844.0,29,2,312.44,4,2,2,Lost,312.44,156.22
12845.0,267,4,354.09000000000003,1,4,2,At-Risk,354.09000000000003,88.52250000000001
12847.0,22,1,868.64,4,1,3,New,868.64,868.64
12849.0,31,2,1050.04,4,2,4,Potential,1050.04,525.02
12851.0,97,1,135.18,2,1,1,Lost,135.18,135.18
12852.0,295,1,276.75,1,1,2,Lost,276.75,276.75
12853.0,135,6,1875.5,2,5,4,Loyal,1875.5,312.5833333333333
12854.0,79,3,1324.5,2,3,4,At-Risk,1324.5,441.5
12855.0,373,1,38.1,1,1,1,Lost,38.1,38.1
